Activity_ActivityIdentifier,Site_Abb,Activity_StartDate,variable,G_value,mine_value,difference_G_minus_mine,issue
166d0ec0-6be8-450a-9715-e1f814bf1d89,"Maple Creek, NE",2014-09-02,Specific_Conductance,,494.0,,mine missing (G has value)
166d0ec0-6be8-450a-9715-e1f814bf1d89,"Maple Creek, NE",2014-09-02,Water_Temperature_C,,23.3,,mine missing (G has value)
166d0ec0-6be8-450a-9715-e1f814bf1d89,"Maple Creek, NE",2014-09-02,pH,,8.1,,mine missing (G has value)
404ca492-e5dd-44e2-9dc5-aa419e46cb21,"Maple Creek, NE",2014-09-17,Dissolved_Oxygen_mg_L,,8.4,,mine missing (G has value)
404ca492-e5dd-44e2-9dc5-aa419e46cb21,"Maple Creek, NE",2014-09-17,Specific_Conductance,,802.0,,mine missing (G has value)
404ca492-e5dd-44e2-9dc5-aa419e46cb21,"Maple Creek, NE",2014-09-17,Water_Temperature_C,,19.2,,mine missing (G has value)
404ca492-e5dd-44e2-9dc5-aa419e46cb21,"Maple Creek, NE",2014-09-17,pH,,8.3,,mine missing (G has value)
aff460e8-a195-49d6-aa15-7c4a4aa194c6,"Miss. R, MN",2018-10-31,Dissolved_Oxygen_mg_L,,11.4,,mine missing (G has value)
aff460e8-a195-49d6-aa15-7c4a4aa194c6,"Miss. R, MN",2018-10-31,Specific_Conductance,,691.0,,mine missing (G has value)
aff460e8-a195-49d6-aa15-7c4a4aa194c6,"Miss. R, MN",2018-10-31,Water_Temperature_C,,8.2,,mine missing (G has value)
aff460e8-a195-49d6-aa15-7c4a4aa194c6,"Miss. R, MN",2018-10-31,pH,,8.2,,mine missing (G has value)
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2018-11-29,Dissolved_Oxygen_mg_L,,14.1,,mine missing (G has value)
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2018-11-29,Specific_Conductance,,767.0,,mine missing (G has value)
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2018-11-29,Water_Temperature_C,,0.0,,mine missing (G has value)
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2018-11-29,pH,,8.1,,mine missing (G has value)
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2018-12-12,Dissolved_Oxygen_mg_L,,14.0,,mine missing (G has value)
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2018-12-12,Specific_Conductance,,752.0,,mine missing (G has value)
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2018-12-12,Water_Temperature_C,,0.0,,mine missing (G has value)
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2018-12-12,pH,,8.1,,mine missing (G has value)
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019-02-01,Dissolved_Oxygen_mg_L,,13.4,,mine missing (G has value)
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019-02-01,Specific_Conductance,,784.0,,mine missing (G has value)
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019-02-01,Water_Temperature_C,,0.0,,mine missing (G has value)
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019-02-01,pH,,7.8,,mine missing (G has value)
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019-02-11,Dissolved_Oxygen_mg_L,,12.2,,mine missing (G has value)
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019-02-11,Specific_Conductance,,781.0,,mine missing (G has value)
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019-02-11,Water_Temperature_C,,0.0,,mine missing (G has value)
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019-02-11,pH,,7.6,,mine missing (G has value)
12061698-319a-4808-aa35-5f8f15adbe36,"Miss. R, MN",2019-03-20,Dissolved_Oxygen_mg_L,,12.1,,mine missing (G has value)
12061698-319a-4808-aa35-5f8f15adbe36,"Miss. R, MN",2019-03-20,Specific_Conductance,,408.0,,mine missing (G has value)
12061698-319a-4808-aa35-5f8f15adbe36,"Miss. R, MN",2019-03-20,Water_Temperature_C,,0.5,,mine missing (G has value)
12061698-319a-4808-aa35-5f8f15adbe36,"Miss. R, MN",2019-03-20,pH,,7.7,,mine missing (G has value)
77dc3c4c-41e2-460e-b7cc-1aad28e96df9,"Miss. R, MN",2019-04-16,Dissolved_Oxygen_mg_L,,12.3,,mine missing (G has value)
77dc3c4c-41e2-460e-b7cc-1aad28e96df9,"Miss. R, MN",2019-04-16,Specific_Conductance,,473.0,,mine missing (G has value)
77dc3c4c-41e2-460e-b7cc-1aad28e96df9,"Miss. R, MN",2019-04-16,Water_Temperature_C,,5.9,,mine missing (G has value)
77dc3c4c-41e2-460e-b7cc-1aad28e96df9,"Miss. R, MN",2019-04-16,pH,,8.0,,mine missing (G has value)
fbd68ecb-2ea9-4da7-afa4-91cf227e867f,"Miss. R, MN",2019-04-24,Dissolved_Oxygen_mg_L,,10.7,,mine missing (G has value)
fbd68ecb-2ea9-4da7-afa4-91cf227e867f,"Miss. R, MN",2019-04-24,Specific_Conductance,,495.0,,mine missing (G has value)
fbd68ecb-2ea9-4da7-afa4-91cf227e867f,"Miss. R, MN",2019-04-24,Water_Temperature_C,,10.9,,mine missing (G has value)
fbd68ecb-2ea9-4da7-afa4-91cf227e867f,"Miss. R, MN",2019-04-24,pH,,8.0,,mine missing (G has value)
184608b3-d27f-4542-b537-02016d127ced,"Miss. R, MN",2019-05-20,Dissolved_Oxygen_mg_L,,11.3,,mine missing (G has value)
184608b3-d27f-4542-b537-02016d127ced,"Miss. R, MN",2019-05-20,Specific_Conductance,,577.0,,mine missing (G has value)
184608b3-d27f-4542-b537-02016d127ced,"Miss. R, MN",2019-05-20,Water_Temperature_C,,14.0,,mine missing (G has value)
184608b3-d27f-4542-b537-02016d127ced,"Miss. R, MN",2019-05-20,pH,,8.3,,mine missing (G has value)
26beb142-818c-4ba2-bfe8-73f30e9c7d7b,"Miss. R, MN",2019-05-29,Dissolved_Oxygen_mg_L,,9.9,,mine missing (G has value)
26beb142-818c-4ba2-bfe8-73f30e9c7d7b,"Miss. R, MN",2019-05-29,Specific_Conductance,,559.0,,mine missing (G has value)
26beb142-818c-4ba2-bfe8-73f30e9c7d7b,"Miss. R, MN",2019-05-29,Water_Temperature_C,,15.1,,mine missing (G has value)
26beb142-818c-4ba2-bfe8-73f30e9c7d7b,"Miss. R, MN",2019-05-29,pH,,8.2,,mine missing (G has value)
4fcd115b-22f4-4ef3-8bee-7d14ea554d1e,"Miss. R, MN",2019-06-18,Dissolved_Oxygen_mg_L,,8.2,,mine missing (G has value)
4fcd115b-22f4-4ef3-8bee-7d14ea554d1e,"Miss. R, MN",2019-06-18,Specific_Conductance,,708.0,,mine missing (G has value)
4fcd115b-22f4-4ef3-8bee-7d14ea554d1e,"Miss. R, MN",2019-06-18,Water_Temperature_C,,21.4,,mine missing (G has value)
4fcd115b-22f4-4ef3-8bee-7d14ea554d1e,"Miss. R, MN",2019-06-18,pH,,8.0,,mine missing (G has value)
82de3b62-2982-42ef-af00-901b211d1336,"Miss. R, MN",2019-06-25,Dissolved_Oxygen_mg_L,,7.9,,mine missing (G has value)
82de3b62-2982-42ef-af00-901b211d1336,"Miss. R, MN",2019-06-25,Specific_Conductance,,661.0,,mine missing (G has value)
82de3b62-2982-42ef-af00-901b211d1336,"Miss. R, MN",2019-06-25,Water_Temperature_C,,20.3,,mine missing (G has value)
82de3b62-2982-42ef-af00-901b211d1336,"Miss. R, MN",2019-06-25,pH,,8.0,,mine missing (G has value)
6f3f684f-e101-4bda-bca3-bafcad8b1cc9,"Miss. R, MN",2019-07-17,Dissolved_Oxygen_mg_L,,7.2,,mine missing (G has value)
6f3f684f-e101-4bda-bca3-bafcad8b1cc9,"Miss. R, MN",2019-07-17,Specific_Conductance,,636.0,,mine missing (G has value)
6f3f684f-e101-4bda-bca3-bafcad8b1cc9,"Miss. R, MN",2019-07-17,Water_Temperature_C,,25.8,,mine missing (G has value)
6f3f684f-e101-4bda-bca3-bafcad8b1cc9,"Miss. R, MN",2019-07-17,pH,,8.1,,mine missing (G has value)
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019-07-24,Dissolved_Oxygen_mg_L,,7.4,,mine missing (G has value)
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019-07-24,Specific_Conductance,,639.0,,mine missing (G has value)
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019-07-24,Water_Temperature_C,,24.5,,mine missing (G has value)
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019-07-24,pH,,8.1,,mine missing (G has value)
0c23e469-c631-4b3c-8ab6-d93032280ba8,"Miss. R, MN",2019-08-06,Dissolved_Oxygen_mg_L,,7.9,,mine missing (G has value)
0c23e469-c631-4b3c-8ab6-d93032280ba8,"Miss. R, MN",2019-08-06,Specific_Conductance,,697.0,,mine missing (G has value)
0c23e469-c631-4b3c-8ab6-d93032280ba8,"Miss. R, MN",2019-08-06,Water_Temperature_C,,25.6,,mine missing (G has value)
0c23e469-c631-4b3c-8ab6-d93032280ba8,"Miss. R, MN",2019-08-06,pH,,8.2,,mine missing (G has value)
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2019-10-23,Dissolved_Oxygen_mg_L,,10.9,,mine missing (G has value)
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2019-10-23,Specific_Conductance,,610.0,,mine missing (G has value)
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2019-10-23,Water_Temperature_C,,8.8,,mine missing (G has value)
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2019-10-23,pH,,8.2,,mine missing (G has value)
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2019-11-25,Dissolved_Oxygen_mg_L,,13.6,,mine missing (G has value)
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2019-11-25,Specific_Conductance,,704.0,,mine missing (G has value)
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2019-11-25,Water_Temperature_C,,2.2,,mine missing (G has value)
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2019-11-25,pH,,7.9,,mine missing (G has value)
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2019-12-05,Dissolved_Oxygen_mg_L,,14.2,,mine missing (G has value)
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2019-12-05,Specific_Conductance,,737.0,,mine missing (G has value)
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2019-12-05,Water_Temperature_C,,0.3,,mine missing (G has value)
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2019-12-05,pH,,8.2,,mine missing (G has value)
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020-01-13,Dissolved_Oxygen_mg_L,,14.2,,mine missing (G has value)
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020-01-13,Specific_Conductance,,691.0,,mine missing (G has value)
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020-01-13,Water_Temperature_C,,-0.1,,mine missing (G has value)
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020-01-13,pH,,7.9,,mine missing (G has value)
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020-02-21,Dissolved_Oxygen_mg_L,,14.4,,mine missing (G has value)
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020-02-21,Specific_Conductance,,701.0,,mine missing (G has value)
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020-02-21,Water_Temperature_C,,-0.1,,mine missing (G has value)
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020-02-21,pH,,7.5,,mine missing (G has value)
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020-03-06,Dissolved_Oxygen_mg_L,,13.3,,mine missing (G has value)
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020-03-06,Specific_Conductance,,643.0,,mine missing (G has value)
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020-03-06,Water_Temperature_C,,1.2,,mine missing (G has value)
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020-03-06,pH,,7.9,,mine missing (G has value)
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020-04-23,Dissolved_Oxygen_mg_L,,12.6,,mine missing (G has value)
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020-04-23,Specific_Conductance,,596.0,,mine missing (G has value)
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020-04-23,Water_Temperature_C,,8.9,,mine missing (G has value)
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020-04-23,pH,,8.1,,mine missing (G has value)
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020-04-30,Dissolved_Oxygen_mg_L,,11.6,,mine missing (G has value)
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020-04-30,Specific_Conductance,,592.0,,mine missing (G has value)
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020-04-30,Water_Temperature_C,,13.3,,mine missing (G has value)
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020-04-30,pH,,8.2,,mine missing (G has value)
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020-05-07,Dissolved_Oxygen_mg_L,,10.4,,mine missing (G has value)
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020-05-07,Specific_Conductance,,594.0,,mine missing (G has value)
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020-05-07,Water_Temperature_C,,15.1,,mine missing (G has value)
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020-05-07,pH,,8.1,,mine missing (G has value)
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020-06-02,Dissolved_Oxygen_mg_L,,9.0,,mine missing (G has value)
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020-06-02,Specific_Conductance,,712.0,,mine missing (G has value)
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020-06-02,Water_Temperature_C,,21.2,,mine missing (G has value)
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020-06-02,pH,,8.0,,mine missing (G has value)
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020-06-17,Dissolved_Oxygen_mg_L,,9.8,,mine missing (G has value)
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020-06-17,Specific_Conductance,,705.0,,mine missing (G has value)
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020-06-17,Water_Temperature_C,,22.0,,mine missing (G has value)
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020-06-17,pH,,8.2,,mine missing (G has value)
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020-06-24,Dissolved_Oxygen_mg_L,,12.5,,mine missing (G has value)
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020-06-24,Specific_Conductance,,661.0,,mine missing (G has value)
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020-06-24,Water_Temperature_C,,23.5,,mine missing (G has value)
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020-06-24,pH,,8.3,,mine missing (G has value)
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020-07-17,Dissolved_Oxygen_mg_L,,8.9,,mine missing (G has value)
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020-07-17,Specific_Conductance,,669.0,,mine missing (G has value)
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020-07-17,Water_Temperature_C,,25.6,,mine missing (G has value)
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020-07-17,pH,,8.1,,mine missing (G has value)
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020-07-31,Dissolved_Oxygen_mg_L,,5.8,,mine missing (G has value)
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020-07-31,Specific_Conductance,,418.0,,mine missing (G has value)
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020-07-31,Water_Temperature_C,,24.6,,mine missing (G has value)
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020-07-31,pH,,7.5,,mine missing (G has value)
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020-08-11,Dissolved_Oxygen_mg_L,,9.8,,mine missing (G has value)
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020-08-11,Specific_Conductance,,566.0,,mine missing (G has value)
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020-08-11,Water_Temperature_C,,23.9,,mine missing (G has value)
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020-08-11,pH,,8.2,,mine missing (G has value)
f8f92591-3b31-4b01-a723-648b11f0b83c,"Red R, ND",2013-10-29,Dissolved_Oxygen_mg_L,11.8,12.0,-0.1999999999999993,values differ
f8f92591-3b31-4b01-a723-648b11f0b83c,"Red R, ND",2013-10-29,Specific_Conductance,1320.0,1310.0,10.0,values differ
f8f92591-3b31-4b01-a723-648b11f0b83c,"Red R, ND",2013-10-29,Turbidity_FNU,74.0,72.0,2.0,values differ
f8f92591-3b31-4b01-a723-648b11f0b83c,"Red R, ND",2013-10-29,pH,8.5,8.3,0.1999999999999993,values differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2013-11-14,Dissolved_Oxygen_mg_L,13.9,13.7,0.20000000000000107,values differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2013-11-14,Specific_Conductance,1420.0,1430.0,-10.0,values differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2013-11-14,Turbidity_FNU,24.0,22.0,2.0,values differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2013-11-14,Water_Temperature_C,0.2,0.0,0.2,values differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2013-11-14,pH,8.7,8.5,0.1999999999999993,values differ
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014-01-10,Dissolved_Oxygen_mg_L,,9.5,,mine missing (G has value)
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014-01-10,Specific_Conductance,,930.0,,mine missing (G has value)
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014-01-10,Turbidity_FNU,,3.7,,mine missing (G has value)
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014-01-10,Water_Temperature_C,,-0.2,,mine missing (G has value)
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014-01-10,pH,,7.6,,mine missing (G has value)
80058bf7-131c-49e4-9206-469e9cb46b6f,"Red R, ND",2014-03-07,Dissolved_Oxygen_mg_L,9.3,9.1,0.20000000000000107,values differ
80058bf7-131c-49e4-9206-469e9cb46b6f,"Red R, ND",2014-03-07,Specific_Conductance,864.0,860.0,4.0,values differ
80058bf7-131c-49e4-9206-469e9cb46b6f,"Red R, ND",2014-03-07,Turbidity_FNU,,2.6,,mine missing (G has value)
89de53a6-ddd1-4647-92c0-5d5680ef1f7e,"Red R, ND",2014-03-24,Dissolved_Oxygen_mg_L,9.7,9.4,0.29999999999999893,values differ
89de53a6-ddd1-4647-92c0-5d5680ef1f7e,"Red R, ND",2014-03-24,Specific_Conductance,1170.0,1200.0,-30.0,values differ
89de53a6-ddd1-4647-92c0-5d5680ef1f7e,"Red R, ND",2014-03-24,Turbidity_FNU,,7.7,,mine missing (G has value)
89de53a6-ddd1-4647-92c0-5d5680ef1f7e,"Red R, ND",2014-03-24,pH,7.6,7.7,-0.10000000000000053,values differ
f0f851c0-371b-442f-890a-1be5561ee407,"Red R, ND",2014-04-14,Specific_Conductance,430.0,428.0,2.0,values differ
f0f851c0-371b-442f-890a-1be5561ee407,"Red R, ND",2014-04-14,Water_Temperature_C,2.6,2.4,0.20000000000000018,values differ
f0f851c0-371b-442f-890a-1be5561ee407,"Red R, ND",2014-04-14,pH,7.9,7.8,0.10000000000000053,values differ
c406da68-2d23-4651-8453-b76a7555a80a,"Red R, ND",2014-04-29,Dissolved_Oxygen_mg_L,10.6,10.4,0.1999999999999993,values differ
c406da68-2d23-4651-8453-b76a7555a80a,"Red R, ND",2014-04-29,Specific_Conductance,651.0,643.0,8.0,values differ
c406da68-2d23-4651-8453-b76a7555a80a,"Red R, ND",2014-04-29,Turbidity_FNU,340.0,330.0,10.0,values differ
c406da68-2d23-4651-8453-b76a7555a80a,"Red R, ND",2014-04-29,pH,8.3,8.1,0.20000000000000107,values differ
10f1502b-5fa3-4d13-b0dd-6a890341d0b9,"Red R, ND",2014-05-14,Dissolved_Oxygen_mg_L,9.7,9.8,-0.10000000000000142,values differ
10f1502b-5fa3-4d13-b0dd-6a890341d0b9,"Red R, ND",2014-05-14,Specific_Conductance,816.0,854.0,-38.0,values differ
10f1502b-5fa3-4d13-b0dd-6a890341d0b9,"Red R, ND",2014-05-14,Turbidity_FNU,140.0,110.0,30.0,values differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014-05-22,Dissolved_Oxygen_mg_L,9.3,9.4,-0.09999999999999964,values differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014-05-22,Specific_Conductance,915.0,930.0,-15.0,values differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014-05-22,Turbidity_FNU,92.0,94.0,-2.0,values differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014-05-22,Water_Temperature_C,13.6,13.5,0.09999999999999964,values differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014-05-22,pH,8.1,8.2,-0.09999999999999964,values differ
ae8975d8-97b3-43bd-9aca-3703f5d0361d,"Red R, ND",2014-06-10,Specific_Conductance,928.0,942.0,-14.0,values differ
ae8975d8-97b3-43bd-9aca-3703f5d0361d,"Red R, ND",2014-06-10,Turbidity_FNU,120.0,130.0,-10.0,values differ
ae8975d8-97b3-43bd-9aca-3703f5d0361d,"Red R, ND",2014-06-10,pH,7.9,8.0,-0.09999999999999964,values differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014-07-10,Dissolved_Oxygen_mg_L,6.5,6.8,-0.2999999999999998,values differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014-07-10,Specific_Conductance,895.0,939.0,-44.0,values differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014-07-10,Turbidity_FNU,160.0,150.0,10.0,values differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014-07-10,Water_Temperature_C,23.4,23.3,0.09999999999999787,values differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014-07-10,pH,8.0,7.9,0.09999999999999964,values differ
a43fbf88-671e-44b3-bd8f-367682f3b2c1,"Red R, ND",2014-07-31,Dissolved_Oxygen_mg_L,6.9,7.0,-0.09999999999999964,values differ
a43fbf88-671e-44b3-bd8f-367682f3b2c1,"Red R, ND",2014-07-31,Specific_Conductance,742.0,737.0,5.0,values differ
a43fbf88-671e-44b3-bd8f-367682f3b2c1,"Red R, ND",2014-07-31,Water_Temperature_C,23.5,23.4,0.10000000000000142,values differ
a43fbf88-671e-44b3-bd8f-367682f3b2c1,"Red R, ND",2014-07-31,pH,8.0,8.1,-0.09999999999999964,values differ
17930d4f-7d70-4318-a0d5-0a3a461c314b,"Red R, ND",2014-08-18,Dissolved_Oxygen_mg_L,6.7,6.8,-0.09999999999999964,values differ
17930d4f-7d70-4318-a0d5-0a3a461c314b,"Red R, ND",2014-08-18,Specific_Conductance,723.0,713.0,10.0,values differ
17930d4f-7d70-4318-a0d5-0a3a461c314b,"Red R, ND",2014-08-18,Turbidity_FNU,96.0,91.0,5.0,values differ
17930d4f-7d70-4318-a0d5-0a3a461c314b,"Red R, ND",2014-08-18,pH,8.0,8.2,-0.1999999999999993,values differ
a366ac0b-9285-443a-a4a1-0faf0608e049,"Red R, ND",2014-09-23,Dissolved_Oxygen_mg_L,9.0,9.2,-0.1999999999999993,values differ
a366ac0b-9285-443a-a4a1-0faf0608e049,"Red R, ND",2014-09-23,Specific_Conductance,856.0,872.0,-16.0,values differ
a366ac0b-9285-443a-a4a1-0faf0608e049,"Red R, ND",2014-09-23,Turbidity_FNU,50.0,53.0,-3.0,values differ
a366ac0b-9285-443a-a4a1-0faf0608e049,"Red R, ND",2014-09-23,pH,8.2,8.4,-0.20000000000000107,values differ
3b827e8c-ef87-426d-8018-23b7ca06d041,"Sacram. R, CA",2020-10-21,Dissolved_Oxygen_mg_L,8.9,8.8,0.09999999999999964,values differ
3b827e8c-ef87-426d-8018-23b7ca06d041,"Sacram. R, CA",2020-10-21,Specific_Conductance,127.0,128.0,-1.0,values differ
3b827e8c-ef87-426d-8018-23b7ca06d041,"Sacram. R, CA",2020-10-21,Water_Temperature_C,18.6,18.3,0.3000000000000007,values differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2020-12-03,Dissolved_Oxygen_mg_L,10.9,10.3,0.5999999999999996,values differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2020-12-03,Specific_Conductance,144.0,174.0,-30.0,values differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2020-12-03,Water_Temperature_C,9.9,10.6,-0.6999999999999993,values differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2020-12-03,pH,7.7,7.5,0.20000000000000018,values differ
6e526407-d0bd-4cc1-abbf-bdf16d8f9933,"Sacram. R, CA",2021-01-06,Specific_Conductance,170.0,167.0,3.0,values differ
6e526407-d0bd-4cc1-abbf-bdf16d8f9933,"Sacram. R, CA",2021-01-06,Water_Temperature_C,9.8,9.7,0.10000000000000142,values differ
6e526407-d0bd-4cc1-abbf-bdf16d8f9933,"Sacram. R, CA",2021-01-06,pH,7.9,7.8,0.10000000000000053,values differ
d0f2252d-061f-42a6-9bf1-e92ff1816f44,"Sacram. R, CA",2021-01-25,Specific_Conductance,181.0,179.0,2.0,values differ
d0f2252d-061f-42a6-9bf1-e92ff1816f44,"Sacram. R, CA",2021-01-25,Water_Temperature_C,9.7,9.6,0.09999999999999964,values differ
d0f2252d-061f-42a6-9bf1-e92ff1816f44,"Sacram. R, CA",2021-01-25,pH,7.9,8.0,-0.09999999999999964,values differ
6262c180-a3d4-4ed0-95ec-ab7cd88b422b,"Sacram. R, CA",2021-02-09,Specific_Conductance,198.0,195.0,3.0,values differ
