Activity_ActivityIdentifier,Site_Abb,Water_Year,Activity_StartDate,variable,method1_value,method2_value,difference_method1_minus_method2,exception_type
857223f1-ec3b-43aa-8b82-6f09464da1a6,"Sacram. R, CA",2022,2022-07-28,pH,7.2,7.6,-0.39999999999999947,values_differ
679ae6a5-c369-4785-846b-ba82d8d01725,"Sacram. R, CA",2022,2022-08-10,Discharge_cfs,10700.0,16000.0,-5300.0,values_differ
679ae6a5-c369-4785-846b-ba82d8d01725,"Sacram. R, CA",2022,2022-08-10,Dissolved_Oxygen_mg_L,8.0,8.1,-0.09999999999999964,values_differ
679ae6a5-c369-4785-846b-ba82d8d01725,"Sacram. R, CA",2022,2022-08-10,pH,7.3,7.6,-0.2999999999999998,values_differ
70b18f3c-edd1-450a-8dc2-f8afb5bcd386,"Sacram. R, CA",2022,2022-08-25,Discharge_cfs,9260.0,13800.0,-4540.0,values_differ
70b18f3c-edd1-450a-8dc2-f8afb5bcd386,"Sacram. R, CA",2022,2022-08-25,Dissolved_Oxygen_mg_L,7.8,7.9,-0.10000000000000053,values_differ
70b18f3c-edd1-450a-8dc2-f8afb5bcd386,"Sacram. R, CA",2022,2022-08-25,pH,7.4,7.6,-0.1999999999999993,values_differ
ad5461ad-fb47-4f61-976b-827be76d7e79,"Shingle Creek, MN",2019,2018-10-16,Dissolved_Oxygen_mg_L,9.7,,,method2_missing_method1_has_value
ad5461ad-fb47-4f61-976b-827be76d7e79,"Shingle Creek, MN",2019,2018-10-16,Specific_Conductance,802.0,799.0,3.0,values_differ
ad5461ad-fb47-4f61-976b-827be76d7e79,"Shingle Creek, MN",2019,2018-10-16,Water_Temperature_C,6.3,6.1,0.20000000000000018,values_differ
ad5461ad-fb47-4f61-976b-827be76d7e79,"Shingle Creek, MN",2019,2018-10-16,pH,7.5,,,method2_missing_method1_has_value
3881a19f-ffab-47db-9ab8-65b4f1f73ccb,"Shingle Creek, MN",2019,2018-11-28,Dissolved_Oxygen_mg_L,9.9,,,method2_missing_method1_has_value
3881a19f-ffab-47db-9ab8-65b4f1f73ccb,"Shingle Creek, MN",2019,2018-11-28,Specific_Conductance,1340.0,1270.0,70.0,values_differ
3881a19f-ffab-47db-9ab8-65b4f1f73ccb,"Shingle Creek, MN",2019,2018-11-28,Water_Temperature_C,1.4,1.0,0.3999999999999999,values_differ
3881a19f-ffab-47db-9ab8-65b4f1f73ccb,"Shingle Creek, MN",2019,2018-11-28,pH,7.4,,,method2_missing_method1_has_value
ed8b59b9-fdbe-44c2-a053-7b4aff622542,"Shingle Creek, MN",2019,2018-12-04,Dissolved_Oxygen_mg_L,10.6,,,method2_missing_method1_has_value
ed8b59b9-fdbe-44c2-a053-7b4aff622542,"Shingle Creek, MN",2019,2018-12-04,Specific_Conductance,1550.0,1450.0,100.0,values_differ
ed8b59b9-fdbe-44c2-a053-7b4aff622542,"Shingle Creek, MN",2019,2018-12-04,Water_Temperature_C,1.3,0.9,0.4,values_differ
ed8b59b9-fdbe-44c2-a053-7b4aff622542,"Shingle Creek, MN",2019,2018-12-04,pH,7.6,,,method2_missing_method1_has_value
7214372c-e811-474f-a420-216011274379,"Shingle Creek, MN",2019,2019-01-28,Dissolved_Oxygen_mg_L,10.2,,,method2_missing_method1_has_value
7214372c-e811-474f-a420-216011274379,"Shingle Creek, MN",2019,2019-01-28,Specific_Conductance,1570.0,1510.0,60.0,values_differ
7214372c-e811-474f-a420-216011274379,"Shingle Creek, MN",2019,2019-01-28,Water_Temperature_C,0.5,0.0,0.5,values_differ
7214372c-e811-474f-a420-216011274379,"Shingle Creek, MN",2019,2019-01-28,pH,7.4,,,method2_missing_method1_has_value
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019,2019-02-28,Discharge_cfs,2.7,2.68,0.020000000000000018,values_differ
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019,2019-02-28,Dissolved_Oxygen_mg_L,7.5,,,method2_missing_method1_has_value
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019,2019-02-28,Specific_Conductance,2090.0,2050.0,40.0,values_differ
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019,2019-02-28,Water_Temperature_C,0.6,0.2,0.39999999999999997,values_differ
3fc36cf0-2774-4402-8447-7428a1c789cb,"Shingle Creek, MN",2019,2019-02-28,pH,7.5,,,method2_missing_method1_has_value
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019,2019-03-19,Discharge_cfs,79.0,75.9,3.0999999999999943,values_differ
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019,2019-03-19,Dissolved_Oxygen_mg_L,9.2,,,method2_missing_method1_has_value
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019,2019-03-19,Specific_Conductance,1620.0,1570.0,50.0,values_differ
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019,2019-03-19,Water_Temperature_C,0.3,-0.1,0.4,values_differ
75a04510-446b-4115-82cc-a2f422ff6884,"Shingle Creek, MN",2019,2019-03-19,pH,7.5,,,method2_missing_method1_has_value
749a075d-4e0c-41da-9103-6a51e3a963da,"Shingle Creek, MN",2019,2019-03-27,Dissolved_Oxygen_mg_L,9.2,,,method2_missing_method1_has_value
749a075d-4e0c-41da-9103-6a51e3a963da,"Shingle Creek, MN",2019,2019-03-27,Specific_Conductance,805.0,784.0,21.0,values_differ
749a075d-4e0c-41da-9103-6a51e3a963da,"Shingle Creek, MN",2019,2019-03-27,Water_Temperature_C,3.2,2.8,0.40000000000000036,values_differ
749a075d-4e0c-41da-9103-6a51e3a963da,"Shingle Creek, MN",2019,2019-03-27,pH,7.4,,,method2_missing_method1_has_value
c08673d0-50dd-4248-9418-87ce044af128,"Shingle Creek, MN",2019,2019-04-17,Dissolved_Oxygen_mg_L,9.6,,,method2_missing_method1_has_value
c08673d0-50dd-4248-9418-87ce044af128,"Shingle Creek, MN",2019,2019-04-17,Specific_Conductance,1110.0,1070.0,40.0,values_differ
c08673d0-50dd-4248-9418-87ce044af128,"Shingle Creek, MN",2019,2019-04-17,Water_Temperature_C,8.6,8.5,0.09999999999999964,values_differ
c08673d0-50dd-4248-9418-87ce044af128,"Shingle Creek, MN",2019,2019-04-17,pH,7.8,,,method2_missing_method1_has_value
d9a03820-5ac3-4953-ac27-ee92cda2db98,"Shingle Creek, MN",2019,2019-04-23,Dissolved_Oxygen_mg_L,10.7,,,method2_missing_method1_has_value
d9a03820-5ac3-4953-ac27-ee92cda2db98,"Shingle Creek, MN",2019,2019-04-23,Specific_Conductance,908.0,867.0,41.0,values_differ
d9a03820-5ac3-4953-ac27-ee92cda2db98,"Shingle Creek, MN",2019,2019-04-23,Water_Temperature_C,8.8,8.4,0.40000000000000036,values_differ
d9a03820-5ac3-4953-ac27-ee92cda2db98,"Shingle Creek, MN",2019,2019-04-23,pH,7.6,,,method2_missing_method1_has_value
11bc0bfa-f41f-4172-95f9-22a2c2cc2fb4,"Shingle Creek, MN",2019,2019-05-07,Dissolved_Oxygen_mg_L,10.2,,,method2_missing_method1_has_value
11bc0bfa-f41f-4172-95f9-22a2c2cc2fb4,"Shingle Creek, MN",2019,2019-05-07,Specific_Conductance,1180.0,1090.0,90.0,values_differ
11bc0bfa-f41f-4172-95f9-22a2c2cc2fb4,"Shingle Creek, MN",2019,2019-05-07,pH,7.7,,,method2_missing_method1_has_value
891ebeef-eb88-4a4d-aad9-25f267a6e221,"Shingle Creek, MN",2019,2019-05-14,Dissolved_Oxygen_mg_L,9.9,,,method2_missing_method1_has_value
891ebeef-eb88-4a4d-aad9-25f267a6e221,"Shingle Creek, MN",2019,2019-05-14,Specific_Conductance,998.0,952.0,46.0,values_differ
891ebeef-eb88-4a4d-aad9-25f267a6e221,"Shingle Creek, MN",2019,2019-05-14,Water_Temperature_C,14.3,14.1,0.20000000000000107,values_differ
891ebeef-eb88-4a4d-aad9-25f267a6e221,"Shingle Creek, MN",2019,2019-05-14,pH,7.6,,,method2_missing_method1_has_value
9e50f85f-18b7-4593-b420-314214cc4684,"Shingle Creek, MN",2019,2019-05-28,Dissolved_Oxygen_mg_L,7.5,,,method2_missing_method1_has_value
9e50f85f-18b7-4593-b420-314214cc4684,"Shingle Creek, MN",2019,2019-05-28,Specific_Conductance,529.0,523.0,6.0,values_differ
9e50f85f-18b7-4593-b420-314214cc4684,"Shingle Creek, MN",2019,2019-05-28,Water_Temperature_C,13.3,13.1,0.20000000000000107,values_differ
9e50f85f-18b7-4593-b420-314214cc4684,"Shingle Creek, MN",2019,2019-05-28,pH,7.4,,,method2_missing_method1_has_value
a09c7049-5e1f-4786-9f82-7e6b5121c19c,"Shingle Creek, MN",2019,2019-06-11,Dissolved_Oxygen_mg_L,7.3,,,method2_missing_method1_has_value
a09c7049-5e1f-4786-9f82-7e6b5121c19c,"Shingle Creek, MN",2019,2019-06-11,Specific_Conductance,1030.0,991.0,39.0,values_differ
a09c7049-5e1f-4786-9f82-7e6b5121c19c,"Shingle Creek, MN",2019,2019-06-11,pH,7.5,,,method2_missing_method1_has_value
cd51cf15-e251-4de0-9ead-cbe2f01b1060,"Shingle Creek, MN",2019,2019-06-17,Dissolved_Oxygen_mg_L,6.4,,,method2_missing_method1_has_value
cd51cf15-e251-4de0-9ead-cbe2f01b1060,"Shingle Creek, MN",2019,2019-06-17,Specific_Conductance,1190.0,1170.0,20.0,values_differ
cd51cf15-e251-4de0-9ead-cbe2f01b1060,"Shingle Creek, MN",2019,2019-06-17,Water_Temperature_C,18.5,18.6,-0.10000000000000142,values_differ
cd51cf15-e251-4de0-9ead-cbe2f01b1060,"Shingle Creek, MN",2019,2019-06-17,pH,7.4,,,method2_missing_method1_has_value
a0ce6487-e517-4544-abf1-fe240b53a009,"Shingle Creek, MN",2019,2019-06-24,Dissolved_Oxygen_mg_L,6.0,,,method2_missing_method1_has_value
a0ce6487-e517-4544-abf1-fe240b53a009,"Shingle Creek, MN",2019,2019-06-24,Specific_Conductance,863.0,810.0,53.0,values_differ
a0ce6487-e517-4544-abf1-fe240b53a009,"Shingle Creek, MN",2019,2019-06-24,pH,7.4,,,method2_missing_method1_has_value
76715437-0a0c-48ef-a7d6-d3933e82b637,"Shingle Creek, MN",2019,2019-07-09,Dissolved_Oxygen_mg_L,5.4,,,method2_missing_method1_has_value
76715437-0a0c-48ef-a7d6-d3933e82b637,"Shingle Creek, MN",2019,2019-07-09,Specific_Conductance,950.0,898.0,52.0,values_differ
76715437-0a0c-48ef-a7d6-d3933e82b637,"Shingle Creek, MN",2019,2019-07-09,Water_Temperature_C,22.3,22.4,-0.09999999999999787,values_differ
76715437-0a0c-48ef-a7d6-d3933e82b637,"Shingle Creek, MN",2019,2019-07-09,pH,7.4,,,method2_missing_method1_has_value
292f5363-ec2d-4fc8-9637-597bbfc8620c,"Shingle Creek, MN",2019,2019-07-15,Dissolved_Oxygen_mg_L,5.0,,,method2_missing_method1_has_value
292f5363-ec2d-4fc8-9637-597bbfc8620c,"Shingle Creek, MN",2019,2019-07-15,Specific_Conductance,1100.0,1040.0,60.0,values_differ
292f5363-ec2d-4fc8-9637-597bbfc8620c,"Shingle Creek, MN",2019,2019-07-15,pH,7.4,,,method2_missing_method1_has_value
ff1e9b2a-12aa-4da9-bde6-f415d71bd63c,"Shingle Creek, MN",2019,2019-07-23,Dissolved_Oxygen_mg_L,4.8,,,method2_missing_method1_has_value
ff1e9b2a-12aa-4da9-bde6-f415d71bd63c,"Shingle Creek, MN",2019,2019-07-23,Specific_Conductance,661.0,635.0,26.0,values_differ
ff1e9b2a-12aa-4da9-bde6-f415d71bd63c,"Shingle Creek, MN",2019,2019-07-23,Water_Temperature_C,21.9,21.8,0.09999999999999787,values_differ
ff1e9b2a-12aa-4da9-bde6-f415d71bd63c,"Shingle Creek, MN",2019,2019-07-23,pH,7.2,,,method2_missing_method1_has_value
43b72364-49d6-4289-bd87-72ea6e02cdd2,"Shingle Creek, MN",2019,2019-08-07,Dissolved_Oxygen_mg_L,4.2,,,method2_missing_method1_has_value
43b72364-49d6-4289-bd87-72ea6e02cdd2,"Shingle Creek, MN",2019,2019-08-07,Specific_Conductance,775.0,733.0,42.0,values_differ
43b72364-49d6-4289-bd87-72ea6e02cdd2,"Shingle Creek, MN",2019,2019-08-07,pH,7.3,,,method2_missing_method1_has_value
54fe8f3a-e5d7-4150-b982-4bbb6f054a45,"Shingle Creek, MN",2019,2019-08-14,Discharge_cfs,44.0,43.6,0.3999999999999986,values_differ
54fe8f3a-e5d7-4150-b982-4bbb6f054a45,"Shingle Creek, MN",2019,2019-08-14,Dissolved_Oxygen_mg_L,3.9,,,method2_missing_method1_has_value
54fe8f3a-e5d7-4150-b982-4bbb6f054a45,"Shingle Creek, MN",2019,2019-08-14,Specific_Conductance,456.0,458.0,-2.0,values_differ
54fe8f3a-e5d7-4150-b982-4bbb6f054a45,"Shingle Creek, MN",2019,2019-08-14,pH,7.1,,,method2_missing_method1_has_value
54bf38d6-eb17-45ef-87de-ed86c56a16af,"Shingle Creek, MN",2019,2019-08-20,Dissolved_Oxygen_mg_L,4.2,,,method2_missing_method1_has_value
54bf38d6-eb17-45ef-87de-ed86c56a16af,"Shingle Creek, MN",2019,2019-08-20,Specific_Conductance,382.0,359.0,23.0,values_differ
54bf38d6-eb17-45ef-87de-ed86c56a16af,"Shingle Creek, MN",2019,2019-08-20,pH,7.1,,,method2_missing_method1_has_value
0c671086-4be9-440e-a0f4-0e5e7c9c2a0c,"Shingle Creek, MN",2019,2019-09-04,Dissolved_Oxygen_mg_L,5.6,,,method2_missing_method1_has_value
0c671086-4be9-440e-a0f4-0e5e7c9c2a0c,"Shingle Creek, MN",2019,2019-09-04,Specific_Conductance,498.0,480.0,18.0,values_differ
0c671086-4be9-440e-a0f4-0e5e7c9c2a0c,"Shingle Creek, MN",2019,2019-09-04,Water_Temperature_C,18.6,18.5,0.10000000000000142,values_differ
0c671086-4be9-440e-a0f4-0e5e7c9c2a0c,"Shingle Creek, MN",2019,2019-09-04,pH,7.3,,,method2_missing_method1_has_value
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019,2019-09-17,Discharge_cfs,31.0,32.0,-1.0,values_differ
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019,2019-09-17,Dissolved_Oxygen_mg_L,5.5,,,method2_missing_method1_has_value
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019,2019-09-17,Specific_Conductance,772.0,753.0,19.0,values_differ
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019,2019-09-17,Water_Temperature_C,20.0,19.8,0.1999999999999993,values_differ
c0b7964a-6d40-4511-8e92-977a8f1336e8,"Shingle Creek, MN",2019,2019-09-17,pH,7.4,,,method2_missing_method1_has_value
73d66427-78f5-498a-883a-ce4388dd797f,"Shingle Creek, MN",2020,2019-10-29,Dissolved_Oxygen_mg_L,9.2,,,method2_missing_method1_has_value
73d66427-78f5-498a-883a-ce4388dd797f,"Shingle Creek, MN",2020,2019-10-29,Specific_Conductance,970.0,932.0,38.0,values_differ
73d66427-78f5-498a-883a-ce4388dd797f,"Shingle Creek, MN",2020,2019-10-29,Water_Temperature_C,4.6,4.4,0.1999999999999993,values_differ
73d66427-78f5-498a-883a-ce4388dd797f,"Shingle Creek, MN",2020,2019-10-29,pH,7.0,,,method2_missing_method1_has_value
6d025cde-51df-4927-8795-564fa61655cf,"Shingle Creek, MN",2020,2019-11-26,Dissolved_Oxygen_mg_L,9.7,,,method2_missing_method1_has_value
6d025cde-51df-4927-8795-564fa61655cf,"Shingle Creek, MN",2020,2019-11-26,Specific_Conductance,1060.0,991.0,69.0,values_differ
6d025cde-51df-4927-8795-564fa61655cf,"Shingle Creek, MN",2020,2019-11-26,Water_Temperature_C,4.0,3.8,0.20000000000000018,values_differ
6d025cde-51df-4927-8795-564fa61655cf,"Shingle Creek, MN",2020,2019-11-26,pH,7.2,,,method2_missing_method1_has_value
7d51626a-eb23-411c-9241-26ba6efb938a,"Shingle Creek, MN",2020,2019-12-13,Dissolved_Oxygen_mg_L,9.3,,,method2_missing_method1_has_value
7d51626a-eb23-411c-9241-26ba6efb938a,"Shingle Creek, MN",2020,2019-12-13,Specific_Conductance,1420.0,1380.0,40.0,values_differ
7d51626a-eb23-411c-9241-26ba6efb938a,"Shingle Creek, MN",2020,2019-12-13,Water_Temperature_C,0.6,0.3,0.3,values_differ
7d51626a-eb23-411c-9241-26ba6efb938a,"Shingle Creek, MN",2020,2019-12-13,pH,6.9,,,method2_missing_method1_has_value
d0ee3e43-80a1-4dc1-ac5a-81470c030cbc,"Shingle Creek, MN",2020,2020-01-06,Dissolved_Oxygen_mg_L,11.4,,,method2_missing_method1_has_value
d0ee3e43-80a1-4dc1-ac5a-81470c030cbc,"Shingle Creek, MN",2020,2020-01-06,Specific_Conductance,1330.0,1260.0,70.0,values_differ
d0ee3e43-80a1-4dc1-ac5a-81470c030cbc,"Shingle Creek, MN",2020,2020-01-06,Water_Temperature_C,0.5,0.2,0.3,values_differ
d0ee3e43-80a1-4dc1-ac5a-81470c030cbc,"Shingle Creek, MN",2020,2020-01-06,pH,7.1,,,method2_missing_method1_has_value
25307aff-b59a-41d6-9c50-f288b74c50ba,"Shingle Creek, MN",2020,2020-02-03,Dissolved_Oxygen_mg_L,9.4,,,method2_missing_method1_has_value
25307aff-b59a-41d6-9c50-f288b74c50ba,"Shingle Creek, MN",2020,2020-02-03,Specific_Conductance,2390.0,2240.0,150.0,values_differ
25307aff-b59a-41d6-9c50-f288b74c50ba,"Shingle Creek, MN",2020,2020-02-03,Water_Temperature_C,1.4,1.2,0.19999999999999996,values_differ
25307aff-b59a-41d6-9c50-f288b74c50ba,"Shingle Creek, MN",2020,2020-02-03,pH,7.0,,,method2_missing_method1_has_value
7c26c03b-79d3-478d-a239-fd40a120bc21,"Shingle Creek, MN",2020,2020-02-25,Dissolved_Oxygen_mg_L,9.2,,,method2_missing_method1_has_value
7c26c03b-79d3-478d-a239-fd40a120bc21,"Shingle Creek, MN",2020,2020-02-25,Specific_Conductance,1880.0,1800.0,80.0,values_differ
7c26c03b-79d3-478d-a239-fd40a120bc21,"Shingle Creek, MN",2020,2020-02-25,Water_Temperature_C,1.0,0.7,0.30000000000000004,values_differ
7c26c03b-79d3-478d-a239-fd40a120bc21,"Shingle Creek, MN",2020,2020-02-25,pH,7.1,,,method2_missing_method1_has_value
794f1d23-4cb9-4f14-8404-eebb010bf428,"Shingle Creek, MN",2020,2020-03-04,Dissolved_Oxygen_mg_L,9.5,,,method2_missing_method1_has_value
794f1d23-4cb9-4f14-8404-eebb010bf428,"Shingle Creek, MN",2020,2020-03-04,Specific_Conductance,1480.0,1430.0,50.0,values_differ
794f1d23-4cb9-4f14-8404-eebb010bf428,"Shingle Creek, MN",2020,2020-03-04,Water_Temperature_C,4.2,3.8,0.40000000000000036,values_differ
794f1d23-4cb9-4f14-8404-eebb010bf428,"Shingle Creek, MN",2020,2020-03-04,pH,7.4,,,method2_missing_method1_has_value
ff9ca1f0-e0b5-4457-8bb8-dc87c63c07a6,"Shingle Creek, MN",2020,2020-04-06,Dissolved_Oxygen_mg_L,11.5,,,method2_missing_method1_has_value
ff9ca1f0-e0b5-4457-8bb8-dc87c63c07a6,"Shingle Creek, MN",2020,2020-04-06,Specific_Conductance,1030.0,935.0,95.0,values_differ
ff9ca1f0-e0b5-4457-8bb8-dc87c63c07a6,"Shingle Creek, MN",2020,2020-04-06,Water_Temperature_C,8.0,7.9,0.09999999999999964,values_differ
ff9ca1f0-e0b5-4457-8bb8-dc87c63c07a6,"Shingle Creek, MN",2020,2020-04-06,pH,7.3,,,method2_missing_method1_has_value
e1d93b37-a2ad-4f87-8665-a6b56e1ad249,"Shingle Creek, MN",2020,2020-04-21,Dissolved_Oxygen_mg_L,13.9,,,method2_missing_method1_has_value
e1d93b37-a2ad-4f87-8665-a6b56e1ad249,"Shingle Creek, MN",2020,2020-04-21,Specific_Conductance,1280.0,1130.0,150.0,values_differ
e1d93b37-a2ad-4f87-8665-a6b56e1ad249,"Shingle Creek, MN",2020,2020-04-21,Water_Temperature_C,8.7,8.5,0.1999999999999993,values_differ
e1d93b37-a2ad-4f87-8665-a6b56e1ad249,"Shingle Creek, MN",2020,2020-04-21,pH,7.7,,,method2_missing_method1_has_value
43dc8fb3-dd80-49cb-bc34-1b53f1b09da1,"Shingle Creek, MN",2020,2020-04-29,Dissolved_Oxygen_mg_L,7.6,,,method2_missing_method1_has_value
43dc8fb3-dd80-49cb-bc34-1b53f1b09da1,"Shingle Creek, MN",2020,2020-04-29,Specific_Conductance,777.0,710.0,67.0,values_differ
43dc8fb3-dd80-49cb-bc34-1b53f1b09da1,"Shingle Creek, MN",2020,2020-04-29,pH,7.3,,,method2_missing_method1_has_value
8ed3b9fd-375c-4713-855c-5259008280b1,"Shingle Creek, MN",2020,2020-05-05,Dissolved_Oxygen_mg_L,10.6,,,method2_missing_method1_has_value
8ed3b9fd-375c-4713-855c-5259008280b1,"Shingle Creek, MN",2020,2020-05-05,Specific_Conductance,1140.0,1010.0,130.0,values_differ
8ed3b9fd-375c-4713-855c-5259008280b1,"Shingle Creek, MN",2020,2020-05-05,Water_Temperature_C,14.2,14.3,-0.10000000000000142,values_differ
8ed3b9fd-375c-4713-855c-5259008280b1,"Shingle Creek, MN",2020,2020-05-05,pH,7.6,,,method2_missing_method1_has_value
2d7eedb4-d742-4712-93df-38f5ae1a9e88,"Shingle Creek, MN",2020,2020-06-01,Dissolved_Oxygen_mg_L,7.5,,,method2_missing_method1_has_value
2d7eedb4-d742-4712-93df-38f5ae1a9e88,"Shingle Creek, MN",2020,2020-06-01,Specific_Conductance,911.0,855.0,56.0,values_differ
2d7eedb4-d742-4712-93df-38f5ae1a9e88,"Shingle Creek, MN",2020,2020-06-01,pH,7.5,,,method2_missing_method1_has_value
cc9b9da0-9f97-48ce-a052-44788f003bca,"Shingle Creek, MN",2020,2020-06-16,Dissolved_Oxygen_mg_L,5.0,,,method2_missing_method1_has_value
cc9b9da0-9f97-48ce-a052-44788f003bca,"Shingle Creek, MN",2020,2020-06-16,Specific_Conductance,1080.0,1010.0,70.0,values_differ
cc9b9da0-9f97-48ce-a052-44788f003bca,"Shingle Creek, MN",2020,2020-06-16,Water_Temperature_C,19.8,20.2,-0.3999999999999986,values_differ
cc9b9da0-9f97-48ce-a052-44788f003bca,"Shingle Creek, MN",2020,2020-06-16,pH,7.2,,,method2_missing_method1_has_value
fd200e91-881b-4898-9a55-04fe39330212,"Shingle Creek, MN",2020,2020-06-23,Dissolved_Oxygen_mg_L,4.8,,,method2_missing_method1_has_value
fd200e91-881b-4898-9a55-04fe39330212,"Shingle Creek, MN",2020,2020-06-23,Specific_Conductance,873.0,818.0,55.0,values_differ
fd200e91-881b-4898-9a55-04fe39330212,"Shingle Creek, MN",2020,2020-06-23,Water_Temperature_C,19.7,20.0,-0.3000000000000007,values_differ
fd200e91-881b-4898-9a55-04fe39330212,"Shingle Creek, MN",2020,2020-06-23,pH,7.3,,,method2_missing_method1_has_value
4ebd979f-afcb-4dae-826b-71855b650dc0,"Shingle Creek, MN",2020,2020-06-29,Dissolved_Oxygen_mg_L,4.1,,,method2_missing_method1_has_value
4ebd979f-afcb-4dae-826b-71855b650dc0,"Shingle Creek, MN",2020,2020-06-29,Specific_Conductance,553.0,530.0,23.0,values_differ
4ebd979f-afcb-4dae-826b-71855b650dc0,"Shingle Creek, MN",2020,2020-06-29,Water_Temperature_C,21.8,21.9,-0.09999999999999787,values_differ
4ebd979f-afcb-4dae-826b-71855b650dc0,"Shingle Creek, MN",2020,2020-06-29,pH,7.1,,,method2_missing_method1_has_value
e05d151e-828e-42c6-a37b-f31ca7510425,"Shingle Creek, MN",2020,2020-07-07,Dissolved_Oxygen_mg_L,5.1,,,method2_missing_method1_has_value
e05d151e-828e-42c6-a37b-f31ca7510425,"Shingle Creek, MN",2020,2020-07-07,Specific_Conductance,757.0,687.0,70.0,values_differ
e05d151e-828e-42c6-a37b-f31ca7510425,"Shingle Creek, MN",2020,2020-07-07,Water_Temperature_C,23.8,23.6,0.1999999999999993,values_differ
e05d151e-828e-42c6-a37b-f31ca7510425,"Shingle Creek, MN",2020,2020-07-07,pH,7.3,,,method2_missing_method1_has_value
a47387a9-e3e5-483a-87b7-5db92d8c5c9e,"Shingle Creek, MN",2020,2020-07-15,Dissolved_Oxygen_mg_L,4.4,,,method2_missing_method1_has_value
a47387a9-e3e5-483a-87b7-5db92d8c5c9e,"Shingle Creek, MN",2020,2020-07-15,Specific_Conductance,1140.0,1120.0,20.0,values_differ
a47387a9-e3e5-483a-87b7-5db92d8c5c9e,"Shingle Creek, MN",2020,2020-07-15,Water_Temperature_C,21.2,21.6,-0.40000000000000213,values_differ
a47387a9-e3e5-483a-87b7-5db92d8c5c9e,"Shingle Creek, MN",2020,2020-07-15,pH,7.4,,,method2_missing_method1_has_value
e25e479e-b80b-44ae-aa2b-4bd60c07e379,"Shingle Creek, MN",2020,2020-07-22,Dissolved_Oxygen_mg_L,4.5,,,method2_missing_method1_has_value
e25e479e-b80b-44ae-aa2b-4bd60c07e379,"Shingle Creek, MN",2020,2020-07-22,Specific_Conductance,497.0,485.0,12.0,values_differ
e25e479e-b80b-44ae-aa2b-4bd60c07e379,"Shingle Creek, MN",2020,2020-07-22,Water_Temperature_C,21.0,21.2,-0.1999999999999993,values_differ
e25e479e-b80b-44ae-aa2b-4bd60c07e379,"Shingle Creek, MN",2020,2020-07-22,pH,7.2,,,method2_missing_method1_has_value
4bfaf49d-b630-4822-8711-021113833e89,"Shingle Creek, MN",2020,2020-08-05,Dissolved_Oxygen_mg_L,4.7,,,method2_missing_method1_has_value
4bfaf49d-b630-4822-8711-021113833e89,"Shingle Creek, MN",2020,2020-08-05,Specific_Conductance,1140.0,1090.0,50.0,values_differ
4bfaf49d-b630-4822-8711-021113833e89,"Shingle Creek, MN",2020,2020-08-05,Water_Temperature_C,19.1,19.6,-0.5,values_differ
4bfaf49d-b630-4822-8711-021113833e89,"Shingle Creek, MN",2020,2020-08-05,pH,7.3,,,method2_missing_method1_has_value
b96cd682-3847-4dd1-97ee-e318b988d4f8,"Shingle Creek, MN",2020,2020-08-14,Dissolved_Oxygen_mg_L,4.3,,,method2_missing_method1_has_value
b96cd682-3847-4dd1-97ee-e318b988d4f8,"Shingle Creek, MN",2020,2020-08-14,Specific_Conductance,488.0,471.0,17.0,values_differ
b96cd682-3847-4dd1-97ee-e318b988d4f8,"Shingle Creek, MN",2020,2020-08-14,Water_Temperature_C,22.9,23.0,-0.10000000000000142,values_differ
b96cd682-3847-4dd1-97ee-e318b988d4f8,"Shingle Creek, MN",2020,2020-08-14,pH,6.9,,,method2_missing_method1_has_value
b0b65388-9c0d-4947-be40-b55e4b176d8e,"Shingle Creek, MN",2020,2020-08-26,Dissolved_Oxygen_mg_L,3.5,,,method2_missing_method1_has_value
b0b65388-9c0d-4947-be40-b55e4b176d8e,"Shingle Creek, MN",2020,2020-08-26,Specific_Conductance,846.0,769.0,77.0,values_differ
b0b65388-9c0d-4947-be40-b55e4b176d8e,"Shingle Creek, MN",2020,2020-08-26,Water_Temperature_C,23.8,24.3,-0.5,values_differ
b0b65388-9c0d-4947-be40-b55e4b176d8e,"Shingle Creek, MN",2020,2020-08-26,pH,7.0,,,method2_missing_method1_has_value
c4a4056e-2190-4d80-8c9f-ce04759ba504,"Shingle Creek, MN",2020,2020-09-15,Dissolved_Oxygen_mg_L,6.3,,,method2_missing_method1_has_value
