Site_Abb,Water_Year,Discharge_cfs,Water_Temperature_C,Dissolved_Oxygen_mg_L,pH,Specific_Conductance,Turbidity_FNU,Turbidity_NTU,Q_daily_mean_cfs
"Accotink R, VA",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Accotink R, VA",2014,100.0,100.0,100.0,100.0,97.0,30.3,0.0,100.0
"Accotink R, VA",2015,100.0,100.0,100.0,95.8,100.0,83.3,0.0,100.0
"Accotink R, VA",2016,100.0,100.0,100.0,100.0,100.0,91.7,0.0,100.0
"Accotink R, VA",2017,100.0,100.0,100.0,100.0,100.0,95.8,0.0,100.0
"Accotink R, VA",2018,100.0,100.0,100.0,100.0,100.0,91.7,0.0,100.0
"Accotink R, VA",2019,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Accotink R, VA",2020,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Accotink R, VA",2021,100.0,100.0,100.0,100.0,100.0,70.8,0.0,100.0
"Accotink R, VA",2022,100.0,100.0,100.0,100.0,100.0,91.7,0.0,100.0
"Alabama R, AL",2016,100.0,100.0,100.0,92.9,85.7,7.1,0.0,0.0
"Alabama R, AL",2017,100.0,100.0,92.9,100.0,85.7,0.0,0.0,0.0
"Alabama R, AL",2018,100.0,100.0,85.7,100.0,85.7,0.0,0.0,0.0
"Alabama R, AL",2019,100.0,100.0,100.0,100.0,92.9,0.0,0.0,0.0
"Alabama R, AL",2020,100.0,90.9,90.9,45.5,63.6,0.0,0.0,0.0
"Alabama R, AL",2021,100.0,100.0,100.0,92.9,85.7,0.0,0.0,0.0
"Alabama R, AL",2022,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Altamaha R, GA",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Altamaha R, GA",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Altamaha R, GA",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Altamaha R, GA",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Altamaha R, GA",2017,100.0,100.0,86.7,86.7,100.0,0.0,0.0,0.0
"Altamaha R, GA",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Altamaha R, GA",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Altamaha R, GA",2020,100.0,100.0,100.0,92.9,100.0,0.0,0.0,0.0
"Altamaha R, GA",2021,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Altamaha R, GA",2022,100.0,100.0,100.0,100.0,92.9,0.0,0.0,0.0
"Apalac. R, FL",2013,100.0,100.0,92.9,100.0,100.0,0.0,0.0,100.0
"Apalac. R, FL",2015,100.0,71.4,71.4,71.4,71.4,0.0,0.0,100.0
"Apalac. R, FL",2016,100.0,92.3,92.3,92.3,92.3,0.0,0.0,100.0
"Apalac. R, FL",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Apalac. R, FL",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Apalac. R, FL",2021,100.0,100.0,100.0,90.0,100.0,0.0,0.0,100.0
"Apalac. R, FL",2022,78.6,100.0,100.0,100.0,100.0,0.0,0.0,78.6
"Arkans. R, AR",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Arkans. R, AR",2014,84.6,100.0,100.0,84.6,100.0,0.0,0.0,0.0
"Arkans. R, AR",2015,92.9,100.0,100.0,85.7,100.0,0.0,0.0,0.0
"Arkans. R, AR",2016,92.9,100.0,100.0,92.9,100.0,0.0,0.0,0.0
"Arkans. R, AR",2017,92.9,100.0,100.0,92.9,100.0,0.0,0.0,0.0
"Arkans. R, AR",2018,85.7,100.0,100.0,78.6,78.6,0.0,0.0,0.0
"Arkans. R, AR",2019,100.0,100.0,100.0,75.0,83.3,0.0,0.0,0.0
"Arkans. R, AR",2021,100.0,92.9,92.9,42.9,92.9,0.0,0.0,0.0
"Arkans. R, AR",2022,100.0,100.0,100.0,76.9,100.0,0.0,0.0,0.0
"Atchaf. R, LA",2013,100.0,93.8,93.8,100.0,100.0,0.0,0.0,0.0
"Atchaf. R, LA",2014,100.0,93.8,87.5,100.0,93.8,0.0,0.0,0.0
"Atchaf. R, LA",2015,100.0,100.0,93.8,100.0,100.0,0.0,0.0,0.0
"Atchaf. R, LA",2016,93.8,93.8,93.8,93.8,87.5,0.0,0.0,0.0
"Atchaf. R, LA",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Atchaf. R, LA",2018,86.7,80.0,80.0,73.3,86.7,0.0,0.0,0.0
"Atchaf. R, LA",2019,64.3,100.0,100.0,100.0,92.9,0.0,0.0,0.0
"Atchaf. R, LA",2020,100.0,100.0,100.0,76.9,92.3,0.0,0.0,0.0
"Atchaf. R, LA",2021,100.0,100.0,100.0,75.0,87.5,0.0,0.0,0.0
"Atchaf. R, LA",2022,100.0,100.0,100.0,87.5,81.2,0.0,0.0,0.0
"Bogue Phalia, MS",2013,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Bogue Phalia, MS",2014,100.0,100.0,91.7,58.3,100.0,0.0,0.0,100.0
"Bogue Phalia, MS",2015,100.0,100.0,100.0,100.0,91.7,0.0,0.0,100.0
"Bogue Phalia, MS",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,87.5
"Bogue Phalia, MS",2017,100.0,100.0,100.0,79.2,95.8,0.0,0.0,91.7
"Bogue Phalia, MS",2018,100.0,100.0,100.0,95.8,87.5,0.0,0.0,100.0
"Bogue Phalia, MS",2019,100.0,100.0,100.0,75.0,62.5,0.0,0.0,100.0
"Bogue Phalia, MS",2020,100.0,100.0,100.0,87.0,91.3,0.0,0.0,100.0
"Bogue Phalia, MS",2021,100.0,100.0,100.0,91.7,70.8,0.0,0.0,100.0
"Bogue Phalia, MS",2022,100.0,95.2,95.2,76.2,81.0,0.0,0.0,100.0
"Brazos R, TX",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2020,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2021,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Brazos R, TX",2022,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cana. Creek, NY",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cana. Creek, NY",2014,100.0,100.0,100.0,95.8,100.0,0.0,0.0,100.0
"Cana. Creek, NY",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cana. Creek, NY",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cana. Creek, NY",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cana. Creek, NY",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cana. Creek, NY",2019,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Cana. Creek, NY",2020,100.0,91.3,82.6,87.0,91.3,0.0,0.0,100.0
"Cana. Creek, NY",2021,100.0,88.0,88.0,88.0,88.0,0.0,0.0,100.0
"Cana. Creek, NY",2022,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Chatta. R, GA",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Chatta. R, GA",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Chatta. R, GA",2017,100.0,94.4,94.4,100.0,100.0,0.0,0.0,100.0
"Chatta. R, GA",2018,100.0,88.9,88.9,100.0,100.0,0.0,0.0,100.0
"Chatta. R, GA",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Chatta. R, GA",2020,100.0,100.0,100.0,88.2,100.0,0.0,0.0,100.0
"Chatta. R, GA",2021,100.0,88.9,88.9,100.0,100.0,0.0,0.0,100.0
"Chatta. R, GA",2022,100.0,94.7,94.7,94.7,94.7,0.0,0.0,100.0
"Cherry Creek, CO",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2020,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2021,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Cherry Creek, CO",2022,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Clinton R, MI",2013,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Clinton R, MI",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Clinton R, MI",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Clinton R, MI",2016,100.0,95.8,95.8,95.8,95.8,0.0,0.0,100.0
"Clinton R, MI",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Clinton R, MI",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Clinton R, MI",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Clinton R, MI",2021,100.0,78.3,65.2,78.3,78.3,69.6,0.0,100.0
"Clinton R, MI",2022,100.0,100.0,95.5,100.0,100.0,59.1,0.0,100.0
"Colo. R Lees, AZ",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2020,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2021,100.0,100.0,100.0,78.6,100.0,0.0,0.0,100.0
"Colo. R Lees, AZ",2022,100.0,100.0,100.0,100.0,100.0,7.7,0.0,100.0
"Colo. R NIB, AZ",2021,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2020,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Colo. R, CO",2021,100.0,100.0,100.0,100.0,100.0,44.4,0.0,100.0
"Colo. R, CO",2022,100.0,100.0,100.0,100.0,100.0,94.4,0.0,100.0
"Columbia R, OR",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Columbia R, OR",2014,100.0,92.3,92.3,92.3,92.3,7.7,0.0,100.0
"Columbia R, OR",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Columbia R, OR",2016,100.0,100.0,100.0,100.0,100.0,91.7,0.0,100.0
"Columbia R, OR",2017,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Columbia R, OR",2018,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Columbia R, OR",2019,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Columbia R, OR",2021,100.0,100.0,100.0,91.7,100.0,100.0,0.0,100.0
"Columbia R, OR",2022,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Conn. R, CT",2013,100.0,100.0,94.4,100.0,100.0,0.0,0.0,100.0
"Conn. R, CT",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Conn. R, CT",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Conn. R, CT",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Conn. R, CT",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Conn. R, CT",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Conn. R, CT",2019,100.0,100.0,100.0,100.0,100.0,16.7,0.0,100.0
"Conn. R, CT",2021,100.0,100.0,100.0,100.0,100.0,83.3,0.0,100.0
"Conn. R, CT",2022,100.0,100.0,100.0,100.0,100.0,83.3,0.0,100.0
"Content. R, NC",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2014,100.0,100.0,95.5,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2015,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2020,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2021,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Content. R, NC",2022,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Delaware R, NJ",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Delaware R, NJ",2014,100.0,100.0,100.0,100.0,100.0,14.3,0.0,100.0
"Delaware R, NJ",2015,100.0,100.0,100.0,100.0,100.0,92.9,0.0,100.0
"Delaware R, NJ",2016,100.0,100.0,100.0,100.0,100.0,86.7,0.0,100.0
"Delaware R, NJ",2017,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Delaware R, NJ",2018,100.0,100.0,100.0,100.0,100.0,92.9,0.0,100.0
"Delaware R, NJ",2019,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Delaware R, NJ",2020,100.0,100.0,100.0,100.0,100.0,92.9,0.0,100.0
"Delaware R, NJ",2021,100.0,100.0,100.0,100.0,100.0,92.9,0.0,100.0
"Delaware R, NJ",2022,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Des Moines R, IA",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Des Moines R, IA",2014,100.0,100.0,92.9,100.0,100.0,0.0,0.0,100.0
"Des Moines R, IA",2015,100.0,100.0,92.9,100.0,100.0,0.0,0.0,100.0
"Des Moines R, IA",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Des Moines R, IA",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Des Moines R, IA",2018,100.0,85.7,100.0,100.0,100.0,50.0,0.0,100.0
"Des Moines R, IA",2019,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Des Moines R, IA",2020,100.0,100.0,92.3,100.0,100.0,92.3,0.0,100.0
"Des Moines R, IA",2021,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Des Moines R, IA",2022,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Edisto R, SC",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Edisto R, SC",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Edisto R, SC",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Edisto R, SC",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Edisto R, SC",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Edisto R, SC",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Edisto R, SC",2020,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Edisto R, SC",2021,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Edisto R, SC",2022,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Elkhorn R, NE",2013,100.0,100.0,100.0,100.0,100.0,61.1,0.0,100.0
"Elkhorn R, NE",2014,100.0,100.0,100.0,100.0,94.4,72.2,0.0,100.0
"Elkhorn R, NE",2015,100.0,100.0,100.0,100.0,100.0,77.8,0.0,100.0
"Elkhorn R, NE",2016,100.0,100.0,100.0,100.0,100.0,66.7,0.0,100.0
"Elkhorn R, NE",2017,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0
"Elkhorn R, NE",2018,100.0,100.0,100.0,100.0,100.0,77.8,0.0,100.0
"Elkhorn R, NE",2019,100.0,100.0,100.0,100.0,100.0,66.7,0.0,100.0
"Elkhorn R, NE",2020,100.0,100.0,100.0,100.0,100.0,72.2,0.0,100.0
"Elkhorn R, NE",2021,100.0,94.4,94.4,100.0,100.0,66.7,0.0,100.0
"Elkhorn R, NE",2022,100.0,100.0,100.0,94.4,100.0,61.1,0.0,100.0
"Fanno Creek, OR",2013,100.0,100.0,100.0,100.0,100.0,91.7,0.0,100.0
"Fanno Creek, OR",2014,100.0,100.0,100.0,100.0,100.0,90.9,0.0,100.0
"Fanno Creek, OR",2015,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Fanno Creek, OR",2016,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Fanno Creek, OR",2017,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Fanno Creek, OR",2018,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Fanno Creek, OR",2019,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Fanno Creek, OR",2020,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Fanno Creek, OR",2021,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Fanno Creek, OR",2022,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Granger Drain, WA",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Granger Drain, WA",2014,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Granger Drain, WA",2015,100.0,100.0,100.0,95.8,100.0,0.0,0.0,100.0
"Granger Drain, WA",2016,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Granger Drain, WA",2017,100.0,100.0,100.0,95.5,100.0,0.0,0.0,100.0
"Granger Drain, WA",2018,100.0,95.8,87.5,100.0,100.0,0.0,0.0,100.0
"Granger Drain, WA",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Granger Drain, WA",2020,100.0,100.0,95.7,91.3,95.7,0.0,0.0,100.0
"Granger Drain, WA",2021,100.0,100.0,100.0,95.0,100.0,0.0,0.0,100.0
"Granger Drain, WA",2022,100.0,95.5,95.5,95.5,95.5,45.5,0.0,100.0
"Henry Fork, ID",2015,100.0,100.0,11.1,11.1,11.1,0.0,0.0,100.0
"Henry Fork, ID",2016,100.0,94.4,77.8,72.2,77.8,0.0,0.0,100.0
"Henry Fork, ID",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Henry Fork, ID",2018,100.0,100.0,100.0,94.4,94.4,0.0,0.0,100.0
"Henry Fork, ID",2019,100.0,100.0,100.0,94.4,94.4,0.0,0.0,100.0
"Henry Fork, ID",2020,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Henry Fork, ID",2021,100.0,100.0,94.1,100.0,100.0,0.0,0.0,100.0
"Henry Fork, ID",2022,100.0,88.9,88.9,88.9,88.9,0.0,0.0,100.0
"Hudson R, NY",2013,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Hudson R, NY",2014,7.1,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Hudson R, NY",2015,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Hudson R, NY",2016,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Hudson R, NY",2017,7.1,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Hudson R, NY",2018,15.4,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Hudson R, NY",2019,14.3,100.0,100.0,100.0,100.0,21.4,0.0,0.0
"Hudson R, NY",2020,0.0,100.0,92.9,100.0,100.0,92.9,0.0,0.0
"Hudson R, NY",2021,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
"Hudson R, NY",2022,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
"Illinois R, IL",2013,100.0,100.0,100.0,100.0,100.0,85.7,0.0,100.0
"Illinois R, IL",2014,100.0,100.0,100.0,100.0,100.0,85.7,0.0,100.0
"Illinois R, IL",2015,100.0,100.0,100.0,100.0,100.0,88.2,0.0,100.0
"Illinois R, IL",2016,100.0,100.0,100.0,100.0,100.0,85.7,0.0,100.0
"Illinois R, IL",2017,100.0,100.0,100.0,100.0,100.0,92.9,0.0,100.0
"Illinois R, IL",2018,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Illinois R, IL",2019,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Illinois R, IL",2020,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Illinois R, IL",2021,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Illinois R, IL",2022,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Iowa R, IA",2013,100.0,100.0,92.9,100.0,100.0,0.0,0.0,100.0
"Iowa R, IA",2014,100.0,100.0,100.0,100.0,100.0,26.7,0.0,100.0
"Iowa R, IA",2015,100.0,100.0,100.0,100.0,100.0,92.9,0.0,100.0
"Iowa R, IA",2016,100.0,100.0,93.3,100.0,100.0,6.7,0.0,100.0
"Iowa R, IA",2017,100.0,100.0,100.0,100.0,100.0,7.1,0.0,100.0
"Iowa R, IA",2018,100.0,93.3,93.3,100.0,100.0,53.3,0.0,100.0
"Iowa R, IA",2019,100.0,28.6,100.0,100.0,100.0,100.0,0.0,100.0
"Iowa R, IA",2020,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0
"Iowa R, IA",2021,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Iowa R, IA",2022,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Jordan R, UT",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Jordan R, UT",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Jordan R, UT",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Jordan R, UT",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Jordan R, UT",2017,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Jordan R, UT",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Jordan R, UT",2019,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Jordan R, UT",2021,100.0,100.0,100.0,75.0,100.0,0.0,0.0,100.0
"Jordan R, UT",2022,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Kansas R, KS",2013,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Kansas R, KS",2014,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Kansas R, KS",2015,100.0,100.0,100.0,100.0,100.0,93.8,0.0,100.0
"Kansas R, KS",2016,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Kansas R, KS",2017,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Kansas R, KS",2018,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Kansas R, KS",2019,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Kansas R, KS",2020,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Kansas R, KS",2021,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Kansas R, KS",2022,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2013,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2014,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2015,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2016,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2017,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2018,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2019,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2020,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2021,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit. Arkans. R, KS",2022,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2013,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2014,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2015,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2016,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2017,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2018,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2019,100.0,100.0,95.8,100.0,100.0,0.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2021,100.0,100.0,100.0,76.2,100.0,0.0,0.0,100.0
"Lit.Cttnwd. Creek, UT",2022,100.0,95.5,95.5,95.5,95.5,0.0,0.0,100.0
"Low. Atchaf., LA",2013,100.0,100.0,92.9,100.0,100.0,0.0,0.0,100.0
"Low. Atchaf., LA",2014,100.0,100.0,92.9,100.0,92.9,0.0,0.0,100.0
"Low. Atchaf., LA",2015,100.0,100.0,93.3,100.0,100.0,80.0,0.0,100.0
"Low. Atchaf., LA",2016,100.0,100.0,100.0,100.0,100.0,92.9,0.0,0.0
"Low. Atchaf., LA",2017,100.0,100.0,100.0,100.0,100.0,92.9,0.0,0.0
"Low. Atchaf., LA",2018,92.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0
